,address,species,block,street,trap,address_number_and_street,latitude,longitude,address_accuracy,wnv_present,num_mosquitos,year,month,day,station,stat_1_tmax,stat_1_tmin,stat_1_tavg,stat_1_precip_total,day_length_mprec,day_length_nearh,sunrise_hours,sunset_hours,mixed_tmax,mixed_tmin,mixed_precip_total,stat_2_tmax,stat_2_tmin,stat_2_tavg,stat_2_precip_total
6274,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,0,2,2011,9,12,1,86,64,75.0,0.0,761.0,13.0,5.466666666666667,18.15,86.0,64.0,0.0,86,64,75.0,0.0
6275,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,0,6,2011,9,12,1,86,64,75.0,0.0,761.0,13.0,5.466666666666667,18.15,86.0,64.0,0.0,86,64,75.0,0.0
6276,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,0,2,2011,9,12,1,86,64,75.0,0.0,761.0,13.0,5.466666666666667,18.15,86.0,64.0,0.0,86,64,75.0,0.0
6277,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,0,2,2011,9,12,1,86,64,75.0,0.0,761.0,13.0,5.466666666666667,18.15,86.0,64.0,0.0,86,64,75.0,0.0
6278,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,0,13,2011,9,12,1,86,64,75.0,0.0,761.0,13.0,5.466666666666667,18.15,86.0,64.0,0.0,86,64,75.0,0.0
6279,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,0,1,2011,9,12,1,86,64,75.0,0.0,761.0,13.0,5.466666666666667,18.15,86.0,64.0,0.0,86,64,75.0,0.0
6280,"South Stony Island Avenue, Chicago, IL, USA",CULEX TERRITANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,0,1,2011,9,12,1,86,64,75.0,0.0,761.0,13.0,5.466666666666667,18.15,86.0,64.0,0.0,86,64,75.0,0.0
6281,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,0,1,2011,9,12,1,86,64,75.0,0.0,761.0,13.0,5.466666666666667,18.15,86.0,64.0,0.0,86,64,75.0,0.0
6282,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,0,10,2011,9,12,1,86,64,75.0,0.0,761.0,13.0,5.466666666666667,18.15,86.0,64.0,0.0,86,64,75.0,0.0
6283,"South Torrence Avenue, Chicago, IL, USA",CULEX RESTUANS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,0,5,2011,9,12,1,86,64,75.0,0.0,761.0,13.0,5.466666666666667,18.15,86.0,64.0,0.0,86,64,75.0,0.0
6284,"South Vincennes Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,0,1,2011,9,12,1,86,64,75.0,0.0,761.0,13.0,5.466666666666667,18.15,86.0,64.0,0.0,86,64,75.0,0.0
6285,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,1,2011,9,12,1,86,64,75.0,0.0,761.0,13.0,5.466666666666667,18.15,86.0,64.0,0.0,86,64,75.0,0.0
6286,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,2,2011,9,12,1,86,64,75.0,0.0,761.0,13.0,5.466666666666667,18.15,86.0,64.0,0.0,86,64,75.0,0.0
6287,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,90, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,0,5,2011,9,12,1,86,64,75.0,0.0,761.0,13.0,5.466666666666667,18.15,86.0,64.0,0.0,86,64,75.0,0.0
6288,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,0,6,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6289,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,0,6,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6290,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,0,13,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6291,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX TARSALIS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6292,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,6,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6293,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,5,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6294,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,0,2,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6295,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,0,18,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6296,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,0,3,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6297,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,0,10,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6298,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,0,3,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6299,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,13, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6300,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,0,11,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6301,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6302,"1700 North Ashland Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,17, N ASHLAND AVE,T232,"1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.668055,9,0,3,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6303,"1700 North Ashland Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,17, N ASHLAND AVE,T232,"1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.668055,9,0,2,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6304,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,0,4,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6305,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,0,2,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6306,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6307,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX RESTUANS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,0,5,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6308,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6309,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,0,2,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6310,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6311,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6312,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6313,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,0,3,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6314,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,0,2,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6315,"2900 West 85th Street, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,29, W 85TH ST,T237,"2900  W 85TH ST, Chicago, IL",41.738903,-87.695443,8,0,13,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6316,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6317,"3400 West 77th Street, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,34, W 77TH ST,T238,"3400  W 77TH ST, Chicago, IL",41.753391,-87.707394,8,0,9,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6318,"3400 West 77th Street, Chicago, IL 60652, USA",CULEX RESTUANS,34, W 77TH ST,T238,"3400  W 77TH ST, Chicago, IL",41.753391,-87.707394,8,0,3,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6319,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6320,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,8,0,13,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6321,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,3,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6322,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,13,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6323,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,0,9,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6324,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,0,3,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6325,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6326,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX TARSALIS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6327,"3900 North Springfield Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,39, N SPRINGFIELD AVE,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951866,-87.725057,8,0,2,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6328,"3900 North Springfield Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,39, N SPRINGFIELD AVE,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951866,-87.725057,8,0,2,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6329,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9,0,2,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6330,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9,0,2,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6331,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,8,0,3,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6332,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX RESTUANS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,8,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6333,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,0,5,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6334,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,2,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6335,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6336,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS/RESTUANS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,0,7,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6337,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX RESTUANS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,0,3,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6338,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6339,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,48, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925198,-87.746381,8,0,4,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6340,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,0,43,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6341,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,0,7,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6342,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,0,36,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6343,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,9,0,9,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6344,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,9,0,7,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6345,"5100 West 72nd Street, Chicago, IL 60638, USA",CULEX RESTUANS,51, W 72ND ST,T035,"5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,8,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6346,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6347,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,1,36,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6348,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,0,10,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6349,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6350,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6351,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6352,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,0,9,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6353,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,9,0,11,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6354,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX TARSALIS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,9,0,2,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
6355,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,1,2011,9,16,1,58,46,52.0,0.0,747.0,12.0,5.533333333333333,17.983333333333334,58.5,47.0,0.0,59,48,54.0,0.0
